playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
145,63.0,17.82857142857143,50.7%,55.5%,1.8%,10%,5.8%,2.3,30.3%,12.9%,25.7%,24.4%,30.2%,11.7,012044,"DOS SANTOS, YAGO",25,https://media-cdn.incrowdsports.com/6d744023-a776-440a-b713-1d6eea2f9637.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
146,72.0,19.489583333333332,59.5%,63.4%,10.6%,15.1%,12.8%,0.5,7.7%,14.6%,66.5%,0.9%,34.8%,6.2,010390,"HAYES, KEVARRIUS",27,https://media-cdn.incrowdsports.com/6bc5bce4-f522-4167-8419-8c5d2d1694d2.png,ZAL;PRS,ZAL;PBB,Zalgiris Kaunas;Paris Basketball,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
147,70.0,20.26547619047619,61.2%,64%,5.3%,14.3%,9.9%,1.0,12.1%,12.4%,36.7%,31.8%,23.6%,8.8,007109,"SMITS, ROLANDS",29,https://media-cdn.incrowdsports.com/861b638a-0350-4068-a843-18d57635236a.png,ZAL;IST,ZAL;EFS,Zalgiris Kaunas;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
148,67.0,22.469900497512437,50.1%,54.4%,1.4%,10.5%,6%,2.0,25.4%,12.9%,38.4%,17.1%,25.7%,13.2,007982,"WILLIAMS-GOSS, NIGEL",30,https://media-cdn.incrowdsports.com/cbd6634e-86be-46e4-8eef-b00c58be9e52.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
149,61.0,22.4103825136612,54%,58.7%,7.4%,15.8%,11.5%,1.1,14.7%,12.8%,29.8%,35%,26.8%,7.9,006760,"BONGA, ISAAC",25,https://media-cdn.incrowdsports.com/974496ef-0137-405c-9ad9-37ef0d4e724a.png,MUN;PAR,BAY;PAR,FC Bayern Munich;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
150,66.0,23.970959595959595,47.2%,49.6%,2.9%,11%,7%,2.7,36.8%,13.4%,20.5%,26%,16.3%,12.8,008855,"WALKUP, THOMAS",32,https://media-cdn.incrowdsports.com/fdef274c-1494-4249-bbf0-304fe8bb7f65.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
151,39.0,19.822649572649574,55.9%,61.6%,3.1%,12.8%,8.1%,1.0,7.3%,7%,32.6%,38.8%,45.3%,9.1,004088,"OSMAN, CEDI",29,https://media-cdn.incrowdsports.com/826c12aa-ce2b-42fc-ae3b-a302611a8fbe.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
152,51.0,22.860130718954245,59.9%,62.4%,2%,8.6%,5.2%,1.1,13.4%,12.2%,25.5%,43.8%,16.5%,11.9,008967,"THOMAS, MATT",30,https://media-cdn.incrowdsports.com/0ec3beb0-4928-4a15-bd58-8a4e56853847.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
153,24.0,18.611805555555556,56.6%,59.3%,2.4%,9.4%,6.1%,1.4,15.6%,11.3%,35.7%,31.1%,21.2%,11.8,003983,"AVRAMOVIC, ALEKSA",29,https://media-cdn.incrowdsports.com/d33d5bc0-cc7d-44e1-8e33-16841e9c34d7.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
154,64.0,20.95234375,59%,61.2%,1.9%,8.5%,5.2%,2.8,18.6%,6.6%,34%,36.5%,13.7%,10.3,006590,"BEAUBOIS, RODRIGUE",36,https://media-cdn.incrowdsports.com/d9946f3a-20ae-414f-a62f-0d85dbb5bb07.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
155,71.0,22.721830985915492,53.2%,56.5%,1.3%,4.9%,3.1%,0.9,8.8%,9.7%,26.3%,48.7%,19.6%,17.5,011948,"HOWARD, MARKUS",25,https://media-cdn.incrowdsports.com/dac08765-8984-4e9b-85ce-92f3670ce151.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
156,40.0,20.202083333333334,47.5%,52.8%,1.5%,7.2%,4.2%,2.2,32.9%,14.7%,31.8%,14.9%,27.5%,14.8,008780,"HERMANNSSON, MARTIN",30,https://media-cdn.incrowdsports.com/4032c082-43d3-42a6-aaad-00ff98c2a756.png,PAM;BER,VBC;BER,Valencia Basket;ALBA Berlin,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
157,55.0,21.673333333333332,51.2%,57.4%,3%,12.8%,7.8%,1.7,15.9%,9.4%,33%,32.7%,31.3%,11.4,009754,"LOYD, JORDAN",31,https://media-cdn.incrowdsports.com/215f2623-efe0-44f4-b8b1-e4d466ae2d19.png,MCO;TEL,ASM;MTA,AS Monaco;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
158,64.0,23.776041666666668,54.8%,58.1%,3.3%,9.6%,6.4%,2.3,24.9%,10.7%,31.5%,27.7%,20.3%,10.7,011205,"HALL, DEVON",29,https://media-cdn.incrowdsports.com/fd68fd6d-fa27-4c04-8b1b-f5347105fcba.png,MIL;ULK,EA7;FBB,EA7 Emporio Armani Milan;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
159,51.0,22.124509803921566,50.5%,50.8%,3.2%,17.1%,10.2%,2.6,36.7%,14.2%,28.4%,17.8%,14%,12.4,001932,"CALATHES, NICK",35,https://media-cdn.incrowdsports.com/b3944598-7108-4b0a-a4e7-f8a628b8fbff.png,ULK;MCO,FBB;ASM,Fenerbahce Beko Istanbul;AS Monaco,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
160,68.0,16.46764705882353,60.2%,62.1%,7.5%,16.4%,11.9%,0.9,11.4%,12.3%,52.2%,14.3%,33.1%,8.2,LCZ,"MOTIEJUNAS, DONATAS",34,https://media-cdn.incrowdsports.com/39083acc-1aae-4898-b1e0-0ec50c84f03e.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
161,55.0,20.973030303030303,50%,52.8%,3%,12.1%,7.5%,2.0,26.6%,13.3%,41.1%,13.3%,23.9%,12.2,008985,"BOLMARO, LEANDRO",24,https://media-cdn.incrowdsports.com/ea51e519-2f07-44bf-ae25-3f3f825ba0c8.png,MUN;MIL,BAY;EA7,FC Bayern Munich;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
162,60.0,15.233333333333333,63.9%,64.8%,15.4%,23.9%,19.7%,0.2,2.9%,14.2%,70.4%,0%,40.3%,6.2,006568,"FALL, YOUSSOUPHA",29,https://media-cdn.incrowdsports.com/f3205fbf-bef5-4b8a-9ea3-402b4a378331.png,ASV;BAR,ASV;BAR,LDLC ASVEL Villeurbanne;FC Barcelona,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
163,55.0,20.445757575757575,54.9%,57.5%,8.1%,14.9%,11.3%,0.8,11.2%,13.6%,60.2%,5.4%,33.2%,11.1,011934,"WETZELL, YANNI",28,https://media-cdn.incrowdsports.com/d30b67da-dc86-45f4-969f-ecb23a50e0ef.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
164,56.0,22.298809523809524,62.8%,65.4%,4.6%,11.6%,8.3%,1.3,14.1%,11.3%,44.9%,21.3%,28.8%,8.7,009005,"DECK, GABRIEL",29,https://media-cdn.incrowdsports.com/67bcca4b-c111-46c5-ab33-5776f7866d53.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
165,54.0,26.59753086419753,50%,54.7%,3.3%,10.9%,7%,1.0,14.6%,14.6%,39.4%,24.1%,26.2%,14.9,012080,"LUWAWU-CABARROT, TIMOTHE",29,https://media-cdn.incrowdsports.com/ed294dca-7919-4472-aedc-1de0467335ca.png,ASV;BAS,ASV;BKN,LDLC ASVEL Villeurbanne;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
166,65.0,19.61846153846154,55.8%,59.8%,8.8%,12.5%,10.6%,0.6,7.6%,12.3%,53.5%,18.3%,26.3%,10.4,011219,"SORKIN, ROMAN",28,https://media-cdn.incrowdsports.com/6d000710-a608-4093-8a24-3de224d00ca3.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
167,70.0,21.97642857142857,55%,56.6%,6.1%,20.2%,13.2%,1.6,23.4%,14.8%,28.9%,28.5%,17.1%,9.6,007201,"VOIGTMANN, JOHANNES",32,https://media-cdn.incrowdsports.com/9b05546b-aec0-4af0-b213-2f9db3d250fc.png,MIL;MUN,EA7;BAY,EA7 Emporio Armani Milan;FC Bayern Munich,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
168,31.0,14.579569892473117,63.1%,65%,15.7%,17.1%,16.4%,0.4,6.9%,16.5%,64.7%,3.8%,26.8%,8.4,005353,"YURTSEVEN, OMER",26,https://media-cdn.incrowdsports.com/49a2cbbb-5f11-4a78-a421-6a64972c15bb.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
169,64.0,21.033854166666668,54.7%,58%,1.4%,8.9%,5.1%,2.5,38.4%,15.4%,8.5%,34.7%,16%,14.5,011193,"BLATT, TAMIR",27,https://media-cdn.incrowdsports.com/cba0b06c-87ec-47ed-ad88-bf274bdb7477.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
170,33.0,17.037373737373738,61.2%,62.9%,13.7%,26%,19.6%,0.4,5.9%,16.8%,65.4%,0%,41.3%,5.6,010791,"KOUMADJE, KHALIFA",28,https://media-cdn.incrowdsports.com/6c449e73-6d7f-446a-963f-8fa230763dc5.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
171,68.0,25.182843137254903,51%,58.2%,5.5%,11.2%,8.3%,2.3,24.6%,10.9%,33.5%,20.7%,43.1%,9.4,002329,"ULANOVAS, EDGARAS",32,https://media-cdn.incrowdsports.com/474ff5fa-5ca2-47af-b70e-ac3960884a01.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
172,30.0,17.21388888888889,62.4%,63.8%,8.3%,16.9%,12.7%,2.3,17.2%,7.5%,43.8%,23%,28.5%,9.3,012743,"KAMINSKY, FRANK",30,https://media-cdn.incrowdsports.com/b6f972a7-dadd-44ca-9b87-6fcc4ea38e8c.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
173,77.0,22.075108225108224,55.2%,57.8%,7.5%,16.7%,12.2%,0.9,8.4%,9%,49.5%,25.3%,23.9%,9.0,007866,"MITOGLOU, KONSTANTINOS",28,https://media-cdn.incrowdsports.com/5c5b1aaf-6cd7-4d7c-bc81-5a2ca5391123.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
174,38.0,25.513157894736842,59.8%,62%,6.8%,14.4%,10.5%,2.3,13.6%,5.9%,23.8%,51.4%,15.8%,7.5,012613,"JANTUNEN, MIKAEL",24,https://media-cdn.incrowdsports.com/3f5cf3e4-2b6c-4c35-bbaa-631d721c701c.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
175,51.0,20.105555555555558,55.7%,58.3%,4.3%,12.5%,8.5%,1.6,24.2%,15%,37%,19.1%,19.2%,12.6,012742,"DOZIER JR, PERRY",28,https://media-cdn.incrowdsports.com/484125c6-428b-4750-ab55-1878984ed4f5.png,PAR;IST,PAR;EFS,Partizan Mozzart Bet Belgrade;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
176,28.0,16.336309523809526,59.6%,63.3%,10.9%,23.2%,16.7%,0.3,6.4%,18.8%,61.8%,0.8%,44.2%,8.9,013386,"McCORMACK, DAVID",25,https://media-cdn.incrowdsports.com/d985044f-d253-4233-9789-930d15ff22e4.png,BER;MIL,BER;EA7,ALBA Berlin;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
177,32.0,20.525520833333335,52.4%,55.7%,7.3%,19.7%,13.4%,1.2,16.5%,13.5%,54.4%,7.5%,30%,10.4,003960,"INGLIS, DAMIEN",28,https://media-cdn.incrowdsports.com/d3a3524b-3710-4ede-b9b0-d32178fd6fa6.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
178,29.0,22.227586206896554,56.5%,58.8%,5%,15.9%,10.3%,1.3,11%,8.5%,41.4%,33.9%,15.8%,11.0,012729,"SCOTT, MIKE",35,https://media-cdn.incrowdsports.com/342d883b-4568-498a-add4-501f6a74fa29.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
179,74.0,25.811936936936934,56.7%,58.4%,4.8%,13.2%,9%,1.6,22.6%,13.7%,30.5%,27.2%,23.8%,10.9,004866,"KALINIC, NIKOLA",33,https://media-cdn.incrowdsports.com/3aba038c-6bc8-48fa-b79b-77c42bb3f341.png,BAR;RED,BAR;CZV,FC Barcelona;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
180,60.0,17.74222222222222,58.3%,60.2%,10.4%,12.6%,11.5%,1.1,11.6%,10.7%,62.5%,3.3%,41.2%,9.0,011214,"RIVERO, JASIEL",31,https://media-cdn.incrowdsports.com/c82cce72-9c65-453a-bd47-efe9c757dad5.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
181,64.0,19.430989583333332,54.3%,57.5%,3.6%,10.3%,7%,2.0,28.1%,14.3%,39.4%,13.2%,21.5%,12.9,007519,"JOKUBAITIS, ROKAS",24,https://media-cdn.incrowdsports.com/14dcf6c1-2b5d-40fe-98d5-d6a38a8b9ba2.png,BAR;TEL,BAR;MTA,FC Barcelona;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
182,56.0,16.473809523809525,61.1%,64.2%,11.6%,17.5%,14.5%,1.3,16.2%,12.8%,57%,0.6%,52.6%,8.5,002553,"MITROVIC, LUKA",31,https://media-cdn.incrowdsports.com/a68d0c8a-9eb6-4474-962c-16864ab255db.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
183,68.0,24.049019607843135,60.2%,61.8%,5.4%,13.1%,9.2%,2.8,33.3%,11.8%,16.2%,35.5%,14.2%,10.6,010391,"WEILER-BABB, NICK",29,https://media-cdn.incrowdsports.com/75f0d7e3-ca21-49db-8c77-f6e5ac98c2b5.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
184,63.0,25.007407407407406,57.1%,60%,3.3%,11.9%,7.5%,1.3,16.2%,12.2%,32.4%,34.9%,14.5%,13.8,012720,"BROWN, STERLING",29,https://media-cdn.incrowdsports.com/480c3017-7a86-42e5-a480-bfbde5207644.png,BER;PAR,BER;PAR,ALBA Berlin;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
185,33.0,22.195959595959597,56.3%,57.6%,6.3%,15.7%,11%,1.6,15%,9.5%,33.4%,37.5%,14.6%,11.1,010444,"COSTELLO, MATTHEW",30,https://media-cdn.incrowdsports.com/cca68c8b-f1c3-4502-bb2f-f84e76c4a6ee.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
186,60.0,16.176944444444445,70.2%,70.9%,14.1%,16.1%,15.1%,0.5,7.3%,13.5%,65.9%,0.2%,45%,7.3,012788,"OTURU, DAN",25,https://media-cdn.incrowdsports.com/93f25258-b999-4a4f-943c-09dc8a64d000.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
187,76.0,22.110087719298246,49%,52.2%,2.4%,10.5%,6.4%,2.2,28%,12.4%,34.5%,20.9%,17%,15.7,009622,"BROWN, LORENZO",34,https://media-cdn.incrowdsports.com/6094f620-9518-4136-a1a1-06b77c6ee708.png,TEL;PAN,MTA;PAO,Maccabi Rapyd Tel Aviv;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
188,79.0,23.519409282700423,53.9%,56.9%,6.2%,15.9%,10.9%,0.8,5.6%,7.1%,48.1%,31.2%,23%,9.7,009783,"COLSON, BONZIE",28,https://media-cdn.incrowdsports.com/8ac181cc-9967-4cd4-839e-7bc6b4bfcb4a.png,TEL;ULK,MTA;FBB,Maccabi Rapyd Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
189,25.0,25.840666666666667,52.9%,54.4%,8.6%,20.1%,14.5%,0.9,13.3%,15.2%,38.9%,25.9%,23.4%,10.8,013405,"ROBERSON, ANDRE",33,https://media-cdn.incrowdsports.com/68eba4db-c8c0-4aea-9fa9-5c1801e30108.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
190,27.0,19.386419753086418,71.6%,73.3%,9.4%,17.6%,13.5%,0.1,2.4%,16%,47.1%,21.7%,42.5%,7.9,012096,"CABOCLO, BRUNO",28,https://media-cdn.incrowdsports.com/3d66cd91-5c2b-4aee-aa8a-11c071be7ce3.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
191,78.0,24.367735042735042,52%,54.7%,3.5%,14.6%,9.2%,2.9,38.2%,13%,25.8%,18.3%,24.2%,12.1,002939,"SATORANSKY, TOMAS",33,https://media-cdn.incrowdsports.com/c4c76984-2a5b-458e-b9fa-6b7969bb5bf7.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
192,38.0,19.967543859649123,50.4%,55.2%,2.5%,9.2%,5.8%,0.9,8.1%,9.1%,29.9%,44.6%,25.4%,16.5,012640,"HIFI, NADIR",22,https://media-cdn.incrowdsports.com/097b8fc2-a7ee-4009-94ed-ba04f794b721.png,PRS,PBB,Paris Basketball,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
193,73.0,21.75159817351598,56.1%,62.4%,2.1%,12%,7%,1.6,22.3%,13.7%,27.3%,27.8%,36.7%,12.5,004004,"GUDURIC, MARKO",29,https://media-cdn.incrowdsports.com/b3bbf0b0-eb5a-4986-8231-a1433ff07508.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
194,74.0,26.165315315315315,55.3%,58.6%,2.7%,6.5%,4.6%,2.7,26.8%,10.1%,32.5%,25.1%,21.7%,13.7,011078,"THOMPSON, DARIUS",29,https://media-cdn.incrowdsports.com/569effee-e3b6-442e-8f83-73e4321c7de8.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
195,57.0,20.287134502923976,56.4%,60.3%,1.9%,7.9%,4.8%,1.8,19.4%,10.7%,31%,32%,24.5%,14.1,000848,"NEDOVIC, NEMANJA",33,https://media-cdn.incrowdsports.com/8c0414fc-8bc0-49ad-b14b-31c1db32e9d0.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
196,82.0,27.226016260162602,57.3%,61.9%,1.9%,7.6%,4.9%,3.5,29.8%,8.4%,29.9%,24.7%,30.1%,11.2,011204,"GRANT, JERIAN",32,https://media-cdn.incrowdsports.com/3011c0c9-43b3-48ac-8277-e4f8f59b6c08.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
197,61.0,21.733060109289617,51.3%,58.1%,2.6%,9.8%,6.1%,1.6,22.8%,14.5%,22.6%,31.8%,35.2%,14.2,011224,"NAPIER, SHABAZZ",33,https://media-cdn.incrowdsports.com/94995977-a6a1-4a20-8926-04c11757b6f1.png,RED;MIL;MUN,CZV;EA7;BAY,Crvena Zvezda Meridianbet Belgrade;EA7 Emporio Armani Milan;FC Bayern Munich,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
198,59.0,25.3545197740113,46.3%,52%,1.1%,6.8%,4%,2.7,28.3%,10.4%,24.5%,30.6%,25.5%,15.8,011225,"LEE, PARIS",29,https://media-cdn.incrowdsports.com/05e68cf9-0a9c-4f03-a465-b109bea28982.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
199,57.0,18.396198830409354,62.5%,63.8%,10.8%,20.7%,15.9%,0.7,9.6%,14.7%,53.2%,16.5%,19.7%,9.7,003583,"IBAKA, SERGE",35,https://media-cdn.incrowdsports.com/748b5640-038f-4608-90f1-2bdf439b3f4c.png,MUN;MAD,BAY;RMB,FC Bayern Munich;Real Madrid,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
200,71.0,19.9981220657277,76.5%,70.9%,8.7%,14.4%,11.6%,2.1,27.7%,13.4%,47%,0%,57.7%,7.8,008811,"FALL, MOUSTAPHA",32,https://media-cdn.incrowdsports.com/691e5b14-6518-4067-8343-013b90f2fd3f.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
201,32.0,19.897395833333334,51.5%,53.8%,12.1%,25.1%,18.7%,1.0,17.2%,17.5%,45.7%,13.4%,23.9%,14.0,012604,"WILLIAMS, TREVION",24,https://media-cdn.incrowdsports.com/c5b78751-dd19-44d1-9806-0837603bde94.png,BER;TEL,BER;MTA,ALBA Berlin;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
202,72.0,17.342592592592595,72.1%,72.7%,10.8%,18.7%,14.7%,1.2,11.1%,9.1%,62.6%,0.5%,60.3%,5.8,011196,"HALL, DONTA",27,https://media-cdn.incrowdsports.com/6010eeec-accb-4644-8b7c-a9fd981dad19.png,MCO;BAS,ASM;BKN,AS Monaco;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
203,77.0,25.62965367965368,55.2%,57.7%,4.5%,14.1%,9.4%,0.9,9.5%,10.1%,42%,32.5%,18%,13.2,012745,"PARKER, JABARI",29,https://media-cdn.incrowdsports.com/0b469685-9de3-4a1f-b7bb-ffe75d1a9163.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
204,71.0,22.554694835680753,55.7%,57.9%,7.2%,21.3%,14.5%,1.5,12.7%,8.7%,34%,36.6%,25.7%,8.2,012712,"HERNANGOMEZ, JUANCHO",29,https://media-cdn.incrowdsports.com/cdf4d0c7-5fa8-4d47-9453-723b07acc3c7.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
