playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
1,17.0,16.184313725490195,36.8%,41.1%,1.7%,6.8%,4.3%,0.9,24.9%,28.8%,24.1%,17.1%,28.3%,7.6,009400,"CASARIN, DAVIDE",21,https://media-cdn.incrowdsports.com/f3615b58-07f0-46cb-91e2-b99be06fe4ad.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
2,13.0,8.99871794871795,27.8%,37.2%,5.1%,7.6%,6.2%,0.2,3.5%,21%,14%,49.1%,44.4%,2.2,013310,"GREY, JARED",19,https://media-cdn.incrowdsports.com/f64fbc22-8e36-4ec0-b3d4-f63f7f620e05.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
3,16.0,6.464583333333334,30%,38.9%,6.8%,8.8%,7.9%,1.0,14.5%,14.5%,55.2%,2.9%,50%,2.2,004619,"AGVA, MAHIR",28,https://media-cdn.incrowdsports.com/60f01b3d-0670-4d21-8fd8-26d4fc140228.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
4,16.0,11.789583333333333,38.5%,39.8%,3.9%,8.3%,6%,0.8,17.8%,22.6%,21.4%,35.6%,10.4%,5.3,010070,"MOELLER, LEIF",21,https://media-cdn.incrowdsports.com/cc559358-d061-409c-b9f4-3e1db0a54c2b.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
5,14.0,9.498809523809523,35.2%,41%,2.4%,5.5%,4%,0.7,10.6%,14.8%,29.6%,27.4%,70.4%,3.4,013281,"CORNELIUS, OR",28,https://media-cdn.incrowdsports.com/effbb81b-d746-49bb-a6e8-77f1b0220bb1.png,JER,JLM,Hapoel Jerusalem Basketball Club,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png
6,17.0,8.486274509803922,47.7%,52.6%,4.2%,6.3%,5.3%,0.7,17.2%,24.5%,29.4%,24.5%,18.2%,4.8,012415,"TUNCA, MELIH",19,https://media-cdn.incrowdsports.com/84131a4c-7cf1-4e32-858e-dd854de48c6d.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
7,16.0,14.786458333333334,50%,51.7%,3.6%,6.6%,5.1%,0.3,8%,24.1%,24.1%,42.1%,6.1%,3.1,013356,"GKIOUZELIS, GEORGIOS",29,https://media-cdn.incrowdsports.com/737521ff-c0ef-4cfd-9f8a-2c2f432b3cea.png,ARI,ARI,Aris Thessaloniki,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png
8,16.0,7.396875,60%,62.5%,3.1%,10.7%,7%,0.7,19.5%,27.3%,25.4%,23.4%,20%,3.2,007560,"KLJAJIC, JOVAN",23,https://media-cdn.incrowdsports.com/c3cb4c76-806e-4976-8dc7-a073e508510d.png,CAN,DGC,Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
9,17.0,13.705882352941176,44.2%,44.6%,1.6%,8.8%,5.3%,1.9,44%,23.2%,4.9%,26.9%,7.7%,4.8,002361,"VIVES, GUILLEM",31,https://media-cdn.incrowdsports.com/a8d169b3-dcd3-42f0-825d-ffc1ec94ac0d.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
10,17.0,8.663725490196079,53.8%,56.8%,15.5%,7.1%,11.2%,0.5,12.2%,26.2%,45.4%,0%,80.8%,3.4,012405,"HALTALI, FURKAN",22,https://media-cdn.incrowdsports.com/495c232a-4411-4d24-9fd2-62a7614a8131.png,BAH,BKS,Bahcesehir Koleji Istanbul,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png
11,16.0,7.209375,45.5%,49.6%,6.4%,12.5%,9.6%,1.3,12.8%,9.6%,41.7%,28.8%,22.7%,2.0,009877,"BLAYZER, OZ",32,https://media-cdn.incrowdsports.com/bdacdbae-3add-4198-8b38-a61ef585c9dd.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
12,17.0,13.202941176470588,42.1%,54.2%,7.5%,9%,8.2%,0.6,12%,20.1%,48.2%,2.7%,76.3%,4.4,013355,"CHATZIDAKIS, EMMANOUIL",24,https://media-cdn.incrowdsports.com/9f9c0982-6463-4e58-a2dc-50a42d6ca21e.png,ARI,ARI,Aris Thessaloniki,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png
13,17.0,10.786274509803922,33.7%,36.9%,2%,10.2%,6.2%,3.1,29.8%,9.5%,10.8%,47.5%,9.3%,4.3,JUG,"RIBAS, PAU",37,https://media-cdn.incrowdsports.com/a401ec84-fd4d-4e12-a2f0-67f8c458f795.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
14,17.0,5.790196078431372,59.4%,64.4%,8.8%,4.6%,6.6%,0.0,21.2%,0%,8.5%,59.2%,37.5%,1.4,013283,"PALATIN, GUY",24,https://media-cdn.incrowdsports.com/fea74d45-4528-45cd-8e77-25e6ca400d1c.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
15,16.0,9.00625,50%,52.5%,2.3%,11.3%,6.5%,1.3,29.9%,22.8%,27%,18.5%,9.4%,4.4,010726,"JENSEN, TOBIAS",20,https://media-cdn.incrowdsports.com/45686120-e926-441a-abbd-272b9ec56a9f.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
16,14.0,12.991666666666665,37.5%,46.5%,2.6%,4.6%,3.6%,1.2,17.9%,15.5%,28.6%,23.8%,61.4%,6.0,013258,"DREZNJAK, MATEO",25,https://media-cdn.incrowdsports.com/6ba06f56-4bec-40a8-a4d0-d0752c28546c.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
17,13.0,7.137179487179487,48.1%,50.8%,7.2%,21.6%,14%,0.4,7.4%,17.3%,54.3%,12.3%,29.6%,3.1,007952,"BRETZEL, NICOLAS",25,https://media-cdn.incrowdsports.com/8c28784a-5832-469d-87a6-8bc9df30ce23.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
18,13.0,7.158974358974358,60.6%,61.6%,11.1%,8.3%,9.7%,0.3,4.5%,13.5%,60.6%,13.5%,24.2%,3.4,006571,"LEVER, ALESSANDRO",26,https://media-cdn.incrowdsports.com/189b41d7-eb73-4986-99c6-f8d0029992f2.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
19,14.0,9.276190476190477,50%,54.4%,11.1%,15.9%,13.4%,0.5,13.7%,25.9%,51.9%,3.1%,22.2%,4.7,012695,"REECE, CAMRON",25,https://media-cdn.incrowdsports.com/cd60eb65-2fb8-4bd9-b357-7f58d7c50a98.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
20,20.0,13.123333333333331,71.6%,72.5%,8.5%,6.4%,7.5%,2.3,22.8%,9.8%,37.5%,22.8%,27%,3.1,009392,"RADOVIC, ROK",23,https://media-cdn.incrowdsports.com/2bc7c261-de1f-46ba-8c4c-aec3f2f04010.png,LJU,COL,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
21,18.0,13.825,45.7%,47.3%,2.7%,10.5%,6.5%,1.5,13.8%,8.9%,34.9%,40.6%,5.4%,6.8,006382,"FORRAY, TOTO",38,https://media-cdn.incrowdsports.com/6c16ee13-22a8-4495-933d-da832c04cdde.png,TRN,TRE,Dolomiti Energia Trento,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png
22,18.0,16.038888888888888,67.6%,67.1%,6%,5.9%,5.9%,1.7,16.5%,9.6%,52.3%,17.9%,11.8%,4.0,006566,"SLAVKOVIC, ANDRIJA",25,https://media-cdn.incrowdsports.com/0d5afb9d-c9bd-4b67-a967-38a167e4901e.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
23,15.0,11.62111111111111,81.8%,79.1%,3.5%,8.5%,6%,0.8,7.2%,9.6%,21.6%,57.5%,12.1%,2.8,010307,"JOVANOVIC, DORDIJE",21,https://media-cdn.incrowdsports.com/cf138bac-7b20-462e-b860-b6c55d4ae947.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
24,14.0,15.86547619047619,53.5%,52.7%,7.3%,12.2%,9.6%,0.7,7.6%,11.5%,34.4%,38.2%,26.3%,5.6,013393,"LASZEWSKI, NATHAN JAMES",25,https://media-cdn.incrowdsports.com/99271fbf-3f5c-463b-849f-cb331c3cafa4.png,ARI,ARI,Aris Thessaloniki,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png
25,18.0,12.070370370370371,39.4%,48%,7.2%,15%,10.8%,1.7,17.9%,10.5%,46.3%,3%,103%,3.7,011379,"KONAN, KEREM",20,https://media-cdn.incrowdsports.com/3a2b1dc9-d027-4819-9dbd-bd5edb1a13f9.png,BES,BJK,Besiktas Istanbul,https://media-cdn.incrowdsports.com/791d8d03-da9c-4243-8342-ed6937f54762.png
26,19.0,11.85701754385965,44%,54.2%,2.6%,3.7%,3.2%,1.4,12.3%,8.8%,16.7%,49.3%,44%,6.0,004056,"AKPINAR, ISMET",29,https://media-cdn.incrowdsports.com/c68d2436-e727-47b6-a1a1-44aa7924c66e.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
27,17.0,19.195098039215686,45.8%,48.6%,4%,15.8%,9.8%,0.8,17%,21.7%,41.6%,15.1%,18.3%,6.2,005438,"PECCHIA, ANDREA",27,https://media-cdn.incrowdsports.com/ebd1041c-b76f-40f2-9c7f-b8f16507ae23.png,TRN,TRE,Dolomiti Energia Trento,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png
28,16.0,13.8125,45%,48.7%,2.3%,9.4%,5.6%,4.0,10.5%,2.6%,19.2%,59.3%,24.4%,7.2,004945,"PAUL, BRANDON",33,https://media-cdn.incrowdsports.com/0490fd60-4d25-48ad-bf23-a614df1e0c92.png,BOU,JLB,JL Bourg,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png
29,19.0,15.501754385964913,44.1%,44.9%,9.3%,23.1%,16.4%,0.6,5.8%,10.4%,60.2%,18.5%,14.7%,4.5,004645,"MINIOTAS, REGIMANTAS",28,https://media-cdn.incrowdsports.com/a5e9c59a-37dc-468a-9bfe-894a14556921.png,WOL,WLV,BC Wolves Vilnius,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png
30,13.0,15.337179487179487,81.6%,83%,1.6%,9.9%,5.5%,0.9,19.2%,22.1%,28%,28%,10.5%,5.2,010450,"COURBY, MAXIME",34,https://media-cdn.incrowdsports.com/b09e4274-ba4c-4529-b6bf-02ef08696b9f.png,BOU,JLB,JL Bourg,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png
31,18.0,13.594444444444443,42.5%,48.1%,3.4%,10%,6.7%,1.1,14.4%,12.6%,32.4%,31.8%,30.8%,9.3,009556,"NGOUAMA, MEHDY",29,https://media-cdn.incrowdsports.com/ecb2e7a1-c2f7-437b-b34d-7d3ec7592bb9.png,BOU;CAN,JLB;DGC,JL Bourg;Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png;https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
32,18.0,16.26851851851852,55.2%,58.4%,11%,13.2%,12.1%,0.7,9.2%,13.2%,67.2%,1%,31.3%,5.5,008790,"WITLINSKI, MIKOLAJ",29,https://media-cdn.incrowdsports.com/d0cc6371-34c8-4132-a701-08c7213ccaac.png,TSO,SOP,Trefl Sopot,https://media-cdn.incrowdsports.com/9ef7b3dd-9f80-4639-964d-9db4dfe436ee.png
33,17.0,22.333333333333336,41.2%,46.5%,5.9%,10.5%,8.1%,1.0,12.8%,13.4%,23.5%,41.7%,29.9%,8.8,003242,"OGBE, KENNETH",30,https://media-cdn.incrowdsports.com/76252bf2-347b-4d61-b674-d76f6a5d8fc0.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
34,18.0,19.876851851851853,50.9%,52.5%,6.8%,16.4%,11.6%,1.1,13.2%,12.1%,54%,9.9%,37.9%,5.0,006724,"BAYEHE, JORDAN",25,https://media-cdn.incrowdsports.com/b976bc7a-1dad-4212-a481-c25582e1e620.png,TRN,TRE,Dolomiti Energia Trento,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png
35,20.0,12.308333333333334,60.2%,59.9%,4.8%,19.6%,12.8%,1.9,22.4%,11.8%,28.3%,23.6%,61.4%,4.2,007917,"DURMAZ, BERKAN",27,https://media-cdn.incrowdsports.com/29b9bcba-30e1-4faf-aaab-3f12672b865b.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
36,17.0,12.548039215686273,52.3%,56.2%,12.6%,13.8%,13.3%,0.4,8.4%,20.1%,48.6%,6.7%,66.7%,7.0,003759,"TESSITORI,  AMEDEO",30,https://media-cdn.incrowdsports.com/89a0ea60-107a-4a3e-b8c1-4f86788f24ca.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
37,14.0,13.954761904761906,62.2%,69.7%,5.4%,11.9%,8.6%,0.9,11.9%,13.4%,44.6%,16.4%,51.2%,4.8,006212,"VASILIAUSKAS, GRANTAS",25,https://media-cdn.incrowdsports.com/e5194a57-89d3-4bf8-acc2-5cb0cb5f7562.png,LKB,LIE,Lietkabelis Panevezys ,https://media-cdn.incrowdsports.com/dc1684fc-b1ad-494f-a7ed-54f5998fcb36.png
38,21.0,18.263492063492066,57.3%,57.5%,3.7%,13.5%,8.8%,1.8,13.3%,7.6%,18.4%,59.8%,2.4%,7.5,011980,"SESTINA, NATHAN",27,https://media-cdn.incrowdsports.com/69669779-e9ea-4f12-81ab-42009fa4aa81.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
39,17.0,18.707843137254905,55.2%,58.7%,2.6%,6.3%,4.4%,1.4,14%,10.1%,34.9%,31.8%,31.4%,7.6,011256,"RICH, OSARO",26,https://media-cdn.incrowdsports.com/541666bd-c515-4ed8-b17f-b4154f0423ce.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
40,18.0,20.173148148148147,56.2%,59.2%,3.4%,6.6%,4.9%,1.4,20.3%,14%,26.6%,35.3%,14.1%,11.5,006245,"WEIDEMANN, NELSON",25,https://media-cdn.incrowdsports.com/beec5fc0-efc7-4bd6-8c84-52d0fca75bd7.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
41,15.0,22.423333333333336,44.9%,45.9%,2.4%,9.8%,5.9%,2.0,17.8%,8.9%,20.3%,48.3%,15.7%,10.5,013253,"HODGE, D MOI",26,https://media-cdn.incrowdsports.com/1e549869-bbf3-4c51-bf17-d6106974bfcf.png,ARI,ARI,Aris Thessaloniki,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png
42,18.0,16.830555555555556,54.9%,58.2%,7.4%,17.1%,12%,1.0,14.7%,14.7%,30.3%,32%,30.6%,6.4,006997,"HERKENHOFF, PHILIPP",25,https://media-cdn.incrowdsports.com/a758bb1b-7972-4b08-b875-5e86872d5992.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
43,18.0,30.42962962962963,41.8%,45.8%,2.6%,10.4%,6.5%,0.8,12.4%,15.5%,34.9%,31.5%,19.3%,14.3,012019,"BEST, AARON",32,https://media-cdn.incrowdsports.com/016a05db-05cb-4a1e-a2d3-c2c3123be20f.png,TSO,SOP,Trefl Sopot,https://media-cdn.incrowdsports.com/9ef7b3dd-9f80-4639-964d-9db4dfe436ee.png
44,23.0,17.860869565217392,54.8%,59.2%,0.9%,9.8%,5.6%,2.9,30%,10.2%,25.2%,24.6%,45.8%,7.2,004846,"TIMOR, BAR",32,https://media-cdn.incrowdsports.com/296b5eb1-7d95-42af-8c0d-d2b920407802.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
45,17.0,19.268627450980393,43%,44.8%,10.2%,19.6%,14.7%,1.0,15.1%,15.1%,63.3%,1.5%,17.4%,7.8,010461,"MALDUNAS, GABRIELIUS",31,https://media-cdn.incrowdsports.com/6d450c55-5011-47dc-9d80-38fbe26826f2.png,LKB,LIE,Lietkabelis Panevezys ,https://media-cdn.incrowdsports.com/dc1684fc-b1ad-494f-a7ed-54f5998fcb36.png
45,17.0,18.897058823529413,55.6%,58.2%,8.5%,14.8%,11.6%,0.6,9.8%,17.8%,59.5%,3.6%,33.8%,6.6,013279,"CHACHASHVILI, GABRIEL",25,https://media-cdn.incrowdsports.com/b1618585-024b-4f35-9840-dd2e665ac960.png,JER,JLM,Hapoel Jerusalem Basketball Club,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png
47,16.0,12.844791666666667,66.7%,65.9%,11.2%,23.6%,17.5%,0.2,4.7%,23.6%,59%,1.2%,43.1%,5.3,013263,"OGBEIDE, DEREK",27,https://media-cdn.incrowdsports.com/6efa074c-b496-4a92-8a8b-be978cf5dcdf.png,LJU;JER,COL;JLM,KK Cedevita Olimpija;Hapoel Jerusalem Basketball Club,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png
48,20.0,22.99833333333333,56.9%,59.5%,4.4%,9.8%,7.3%,1.4,17.1%,11.9%,28.2%,36.4%,23%,6.7,013300,"BESS, JAVON",28,https://media-cdn.incrowdsports.com/3d6ee03a-fabf-486f-9160-f744af18e2a5.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
49,19.0,22.196491228070176,44.5%,45.6%,1.7%,8.1%,5%,3.0,24%,8%,31.5%,31.5%,17.8%,9.9,005516,"ZEMAITIS, KRISTUPAS",28,https://media-cdn.incrowdsports.com/f84eca86-4097-4692-800e-0480ec997309.png,WOL,WLV,BC Wolves Vilnius,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png
50,14.0,23.184523809523807,48.2%,55.1%,1.7%,5.4%,3.6%,1.3,24.6%,19.4%,13.7%,34.3%,38.1%,12.5,005404,"MORETTI, DAVIDE",26,https://media-cdn.incrowdsports.com/b447a9dc-e12c-41a9-b8ba-55175cb843a5.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
51,18.0,21.49074074074074,62%,63%,7.4%,10.8%,9.2%,1.0,10.9%,10.9%,41.1%,33.4%,11.5%,7.2,010161,"KRAAG, YANNICK",22,https://media-cdn.incrowdsports.com/73868142-0644-49fd-9022-34e569aef043.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
52,16.0,19.092708333333334,51.8%,52.7%,8.4%,15.4%,11.7%,0.8,11.9%,15.1%,42.8%,24.6%,18.8%,7.9,013291,"ROBY , ISAIAH",26,https://media-cdn.incrowdsports.com/c284da52-5bbb-461f-bb26-d5efc9471a52.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
53,15.0,12.823333333333332,55.6%,57.7%,6.4%,8.9%,7.7%,1.7,32.5%,19.3%,26.3%,15.5%,35.2%,8.6,010750,"DE LARREA, SERGIO",19,https://media-cdn.incrowdsports.com/23ea1ad3-e859-42ed-827b-b250fff01f2e.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
54,14.0,22.90595238095238,54.7%,57.2%,4.3%,6.3%,5.3%,1.2,17.4%,13.9%,32.7%,27.1%,33.7%,10.3,006546,"TAYLOR, JEFFERY",35,https://media-cdn.incrowdsports.com/10410890-e74a-4866-9d92-997cd1821ed9.png,WOL,WLV,BC Wolves Vilnius,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png
55,15.0,21.40888888888889,45.3%,50.9%,4%,12%,7.9%,1.1,15.1%,13.4%,19.3%,42.7%,35.1%,8.0,LXI,"LIPKEVICIUS, VYTENIS",35,https://media-cdn.incrowdsports.com/f2d4935b-49b7-4e79-a103-97ffdcbc008c.png,LKB,LIE,Lietkabelis Panevezys ,https://media-cdn.incrowdsports.com/dc1684fc-b1ad-494f-a7ed-54f5998fcb36.png
56,20.0,17.267500000000002,60%,64%,7.8%,10.9%,9.4%,1.3,20.6%,16.1%,41.3%,12.2%,41.4%,6.5,005714,"MEJERIS, MAREKS",33,https://media-cdn.incrowdsports.com/9eb76962-b79d-41b9-afaf-f173cfaf22cf.png,CLU,UBT,U-BT Cluj-Napoca,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png
57,18.0,19.366666666666667,64%,65%,5.4%,10.4%,7.7%,1.1,12%,10.6%,22.7%,53.1%,4.7%,7.8,007914,"ARSLAN, YIGIT",28,https://media-cdn.incrowdsports.com/b00538d4-0cdb-4699-b74d-1cc0188a6a8c.png,BES,BJK,Besiktas Istanbul,https://media-cdn.incrowdsports.com/791d8d03-da9c-4243-8342-ed6937f54762.png
58,24.0,20.89027777777778,52.3%,56.8%,3.4%,9.4%,6.5%,1.5,17.1%,11.3%,40.9%,23.8%,24.5%,10.0,012095,"THOMASSON, JOE",31,https://media-cdn.incrowdsports.com/ce8554e2-ab1f-4620-8c43-9941d3888f3d.png,CAN,DGC,Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
59,25.0,16.842,68.1%,67.8%,5.7%,14.6%,10.3%,1.0,10.8%,10.8%,46.9%,28.5%,9.2%,6.3,010452,"PELOS, PIERRE",32,https://media-cdn.incrowdsports.com/166cc1c2-7915-450d-91a5-973017aca976.png,CAN,DGC,Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
60,16.0,20.155208333333334,53%,53.4%,4.1%,11.9%,8.1%,1.3,23.2%,17.5%,18.2%,34.5%,28.6%,10.0,005099,"HANGA, ADAM",35,https://media-cdn.incrowdsports.com/f9dd2a24-1b86-4538-aca2-c93136cf6f50.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
61,25.0,14.459333333333333,57.2%,64.5%,3.3%,16%,9.9%,1.3,18.4%,14.1%,29.7%,24.1%,57.9%,5.7,005005,"SALVO, MIQUEL",30,https://media-cdn.incrowdsports.com/96ee413a-7d15-4fa6-a0c4-f36703950a4c.png,CAN,DGC,Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
62,16.0,16.330208333333335,48.1%,52.6%,0.9%,13.4%,7.4%,1.7,30.3%,17.9%,25.4%,22.3%,19.5%,10.1,010623,"ALOCEN, CARLOS",24,https://media-cdn.incrowdsports.com/690b8b9b-425d-4da6-b6d9-122eaec0e330.png,CAN,DGC,Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
63,19.0,23.87280701754386,47.9%,51.2%,3.5%,9.7%,6.3%,1.4,19.2%,14%,19.9%,41%,21.8%,14.3,008945,"NEEDHAM, DEREK",34,https://media-cdn.incrowdsports.com/e9e97a76-0cd0-4bbf-94a9-2d7dc062877b.png,BES,BJK,Besiktas Istanbul,https://media-cdn.incrowdsports.com/791d8d03-da9c-4243-8342-ed6937f54762.png
64,24.0,22.98611111111111,50.5%,53.9%,2.9%,13.9%,8.7%,2.6,22%,8.5%,25.4%,35.5%,32.4%,7.4,013284,"WAINRIGHT, ISHMAIL CARZELL",30,https://media-cdn.incrowdsports.com/95385d0a-bcda-4bda-939c-ece3505ca5a1.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
65,19.0,19.937719298245614,57.3%,59.2%,7.9%,11.7%,9.8%,0.5,6.9%,14.6%,54.8%,11.8%,40.6%,7.6,005637,"TANASKOVIC, NIKOLA",27,https://media-cdn.incrowdsports.com/46654867-6084-4b19-8ac5-6fd3fad5e989.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
66,17.0,14.464705882352941,59.5%,58.7%,11.8%,12.3%,12.1%,0.2,3.7%,14.8%,50.4%,20%,35.8%,7.9,012738,"REUVERS, NATHAN",26,https://media-cdn.incrowdsports.com/d830be60-d495-4a84-9a40-70ca084e6014.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
67,19.0,20.542105263157897,57.6%,60.5%,3.7%,9.6%,6.5%,2.8,35.1%,12.7%,33.4%,16.1%,12.8%,9.1,003783,"UGURLU, BERK",28,https://media-cdn.incrowdsports.com/6c9de9cd-ad08-4927-8bee-80dcb2334828.png,BES,BJK,Besiktas Istanbul,https://media-cdn.incrowdsports.com/791d8d03-da9c-4243-8342-ed6937f54762.png
68,18.0,23.487037037037037,50.9%,53.7%,5.6%,10.4%,7.9%,0.3,4.3%,13%,37.6%,39.5%,16.2%,11.5,013312,"BARNETT, JORDAN",29,https://media-cdn.incrowdsports.com/c15fe714-7ff7-40df-8db3-72ad244adabf.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
