playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocksAgainst,personal_fouls,foulsDrawn,pir,player.code,player_name,player.age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl
138,176.0,104.0,21.269602272727273,5.8,1.3,2.8,46.8%,0.8,2.1,41.3%,0.7,0.8,81%,0.4,1.4,1.8,1.6,1.2,0.8,0.1,0.3,2.5,1.1,5.2,005014,"JENKINS, CHARLES",31,https://media-cdn.incrowdsports.com/8c066c12-d0a2-4efd-b648-66abbf812216.png,MIL;KHI;RED;OLY,EA7;KHI;CZV;OLY,EA7 Emporio Armani Milan;BC Khimki;Crvena Zvezda Meridianbet Belgrade;Olympiacos Piraeus,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
139,31.0,12.0,15.924193548387096,4.9,1.4,3.0,47.3%,0.4,1.2,31.6%,0.9,1.3,70%,1.2,2.5,3.7,0.6,0.4,0.8,0.2,0.3,2.3,1.5,5.2,000664,"KATELYNAS, MINDAUGAS",29,,MIL;LIE,MIL;LIE,EA7 Emporio Armani Milan;Rytas Vilnius,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
140,38.0,2.0,15.544298245614034,6.2,1.1,2.1,52.5%,0.8,2.3,35.2%,1.5,1.6,91.9%,0.2,0.7,0.9,1.3,0.3,0.7,0.0,0.1,2.0,1.9,5.2,BAF,"PETROV, SIMON",27,,ASV;LJU,ASV;LJU,LDLC ASVEL Villeurbanne;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
141,108.0,17.0,10.114043209876543,4.6,1.8,2.9,61.3%,0.0,0.0,0%,1.1,1.6,69.8%,0.7,1.1,1.9,0.6,0.2,0.7,0.3,0.1,1.7,1.7,5.2,TFX,"VOUGIOUKAS, IAN",35,https://media-cdn.incrowdsports.com/2efb3a08-d196-451e-910f-081f34ad7ad9.png,OLY;GAL;ZAL;PAN,OLY;GSL;ZAL;PAO,Olympiacos Piraeus;Galatasaray Spor Kulubu;Zalgiris Kaunas;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
142,64.0,26.0,17.413541666666667,6.1,1.8,3.4,52.8%,0.5,1.3,41.5%,0.9,1.2,77.6%,0.6,1.4,2.0,0.7,0.6,1.0,0.0,0.2,1.6,1.2,5.2,AOP,"MANCE, MARIJAN",29,,LJU;CIB,LJU;CIB,KK Cedevita Olimpija;KK Cibona,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
143,61.0,18.0,17.49043715846995,7.1,1.3,2.7,47%,1.0,2.8,34.1%,1.7,2.3,76.1%,0.4,1.1,1.6,1.3,0.2,1.4,0.1,0.3,1.6,2.1,5.2,001878,"POCIUS, MARTYNAS",29,https://media-cdn.cortextech.io/f532dca0-474c-4d86-9d0c-143b26b8ba44.png,MAD;GAL;ZAL,RMD;GSL;ZAL,Real Madrid;Galatasaray Spor Kulubu;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
144,36.0,7.0,19.729166666666668,6.5,1.0,2.0,51.4%,1.2,3.6,33.6%,0.8,1.0,73%,0.2,1.4,1.7,1.6,0.6,0.9,0.1,0.1,1.6,1.1,5.3,BEC,"NEMETH, ISTVAN",26,,TRE;SOP,TRE;PRO,Benetton Basket Treviso;Arka Gdynia,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
145,185.0,64.0,16.88261261261261,6.2,0.7,1.4,49.6%,1.4,3.2,43.9%,0.6,0.7,85.9%,0.6,1.3,1.9,0.6,0.6,0.4,0.2,0.1,2.1,1.1,5.3,003478,"ABRINES, ALEX",31,https://media-cdn.incrowdsports.com/47795ee0-c812-487a-be8a-67900a5ab8d5.png,MAL;BAR,UNI;FCB,Unicaja Malaga;FC Barcelona,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
146,68.0,24.0,20.057598039215687,5.0,0.7,1.3,53.8%,0.8,2.2,36.7%,1.1,1.7,66.4%,0.2,1.1,1.3,1.7,1.3,1.4,0.0,0.1,2.2,2.2,5.3,ACQ,"GINEVICIUS, VIDAS",31,,ZAL;LIE,ZAL;LIE,Zalgiris Kaunas;Rytas Vilnius,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
147,80.0,16.0,15.943958333333333,4.5,1.0,1.8,56.8%,0.7,1.5,45.5%,0.3,0.5,64.3%,0.4,1.6,1.9,1.1,0.5,0.4,0.0,0.2,1.2,0.8,5.3,006509,"TONUT, STEFANO",31,https://media-cdn.incrowdsports.com/4fccbbc2-857f-4da1-9dab-fc44b47fe75f.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
148,72.0,33.0,18.949074074074073,6.5,1.8,3.8,46.7%,0.5,1.5,34.3%,1.4,1.7,83.3%,0.5,1.6,2.0,1.5,0.6,1.3,0.1,0.4,2.0,1.6,5.3,KNO,"SEIBUTIS, RENALDAS",40,https://media-cdn.cortextech.io/ca5622c0-7e46-493d-a9a0-e8f61e62cbd2.png,OLY;LIE;ZAL,OLY;LRY;ZAL,Olympiacos Piraeus;Rytas Vilnius;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
149,55.0,34.0,22.222424242424243,6.9,1.9,4.5,42.5%,0.8,2.6,29.2%,0.7,1.0,75.9%,0.3,1.4,1.7,3.3,0.8,2.0,0.0,0.3,2.3,1.9,5.3,000531,"GORDIC, NEMANJA",30,https://media-cdn.incrowdsports.com/f544f96b-552c-44a6-a028-12916d5085f5.png,ROM;PAR;CED;BUD,ROM;PAR;CED;BUD,Pallacanestro Virtus Roma;Partizan Mozzart Bet Belgrade;KK Cedevita Zagreb;KK Buducnost,https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png;https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
150,76.0,11.0,12.285964912280702,5.5,2.2,3.5,62.3%,0.0,0.0,0%,1.2,1.4,81.8%,1.1,1.5,2.5,0.8,0.3,1.0,0.2,0.3,2.5,1.5,5.3,000399,"KAVALIAUSKAS, ANTANAS",34,https://media-cdn.incrowdsports.com/0601e164-0493-4ef9-a9c6-18c02a26fda6.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
151,79.0,35.0,15.716666666666665,6.2,2.3,3.8,59.5%,0.2,0.6,29.5%,1.2,1.9,61.5%,1.3,2.1,3.4,0.5,0.7,1.4,0.4,0.3,3.4,1.9,5.3,JDQ,"ANDRIC, LUKSA",27,,CIB;GAL;CED,CIB;GSL;CED,KK Cibona;Galatasaray Spor Kulubu;KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png
152,171.0,80.0,13.99337231968811,6.3,1.9,3.1,61.2%,0.5,1.6,32%,1.0,1.2,78.4%,0.9,1.6,2.5,0.7,0.3,0.7,0.4,0.2,2.4,1.1,5.3,002968,"SANLI, SERTAC",33,https://media-cdn.incrowdsports.com/253a34da-7f58-4354-a9a5-cc06507200c6.png,GAL;IST;BAR;ULK,GSL;EFS;BAR;FBB,Galatasaray Spor Kulubu;Anadolu Efes Istanbul;FC Barcelona;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
153,125.0,32.0,19.71346666666667,4.0,0.5,1.3,42%,0.7,2.4,30.5%,0.7,1.0,76%,0.4,1.6,2.0,3.3,0.7,1.2,0.0,0.1,2.2,1.4,5.4,LME,"MARKOVIC, STEFAN",34,https://media-cdn.incrowdsports.com/b00db9c1-d63e-4645-a1a9-df3963fe533f.png,MAL;KHI;RED,UNI;KHI;CZV,Unicaja Malaga;BC Khimki;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
154,40.0,33.0,23.180833333333332,6.3,1.2,2.1,60.2%,1.0,3.1,31.5%,0.9,1.2,71.4%,0.5,1.5,2.0,2.1,0.8,1.4,0.2,0.1,2.6,1.4,5.4,AWP,"YILDIRIM, HALUK",39,,ULK;GAL,ULK;GSL,Fenerbahce Beko Istanbul;Galatasaray Spor Kulubu,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png
155,114.0,11.0,18.50877192982456,6.5,0.8,1.5,54.1%,1.2,2.8,44.3%,1.2,1.3,90.1%,0.3,1.0,1.3,1.1,1.0,0.7,0.0,0.1,2.6,1.4,5.4,AOU,"SHARP, DERRICK",39,,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
156,30.0,18.0,26.3,7.4,0.8,2.4,35.2%,1.4,4.6,30.9%,1.5,2.0,74.6%,0.8,1.6,2.4,1.3,0.7,0.9,0.2,0.3,2.1,1.9,5.5,001910,"CARTER, JOSH",29,,OLD;SIE;KSK,EWE;MPS;KSK,Baskets Oldenburg;Montepaschi Siena;Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/0d6914cd-717b-477d-b286-69213c7de3b0.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png
157,29.0,14.0,21.46206896551724,7.6,1.3,3.1,40.7%,1.4,3.7,37.4%,0.9,1.2,73.5%,0.3,1.2,1.4,1.8,0.4,1.4,0.1,0.3,1.8,2.1,5.5,003601,"HAYNES, MARQUEZ",29,https://media-cdn.cortextech.io/a3359b02-fcdc-4b5f-abff-e64dee73786e.png,MIL;TEL;SAS;PAN,EA7;MAC;DSS;PAO,EA7 Emporio Armani Milan;Maccabi Rapyd Tel Aviv;Polisportiva Dinamo;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
158,112.0,37.0,15.108482142857143,5.8,1.4,2.9,48.9%,0.6,1.7,36.9%,1.2,1.6,73.6%,0.9,1.8,2.8,0.7,0.5,0.9,0.1,0.1,1.8,1.4,5.5,009818,"BENTIL, BENJAMIN",29,https://media-cdn.incrowdsports.com/c6dfea8c-0154-4bd7-8488-cdb777d90d31.png,PAN;MIL;RED;ASV,PAO;AXM;CZV;ASV,Panathinaikos AKTOR Athens;EA7 Emporio Armani Milan;Crvena Zvezda Meridianbet Belgrade;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
159,38.0,11.0,17.446052631578947,6.1,1.2,2.4,49.5%,0.9,3.0,31%,0.9,1.2,76.6%,1.3,2.5,3.8,0.5,0.5,1.0,0.5,0.1,2.4,1.1,5.5,000592,"JAGLA, JAN",33,,JOV;SOP;MUN,CJB;PRO;BAY,Club Joventut Badalona;Arka Gdynia;FC Bayern Munich,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
160,119.0,54.0,19.134453781512605,6.6,1.4,2.9,48.7%,0.9,2.8,33.5%,1.0,1.2,85.6%,0.4,1.3,1.7,1.4,0.5,1.1,0.0,0.2,1.6,1.8,5.5,000229,"JACKSON, EDWIN",36,https://media-cdn.incrowdsports.com/5985ad3d-5864-4d4b-82a1-c95c14ed8b85.png,MAL;BAR;BUD;ASV,UNI;FCB;BUD;ASV,Unicaja Malaga;FC Barcelona;KK Buducnost;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
161,47.0,11.0,14.039007092198583,4.5,1.0,1.8,57.8%,0.3,1.0,31.1%,1.5,2.1,74.2%,0.3,1.1,1.4,1.6,0.9,1.3,0.0,0.1,1.5,2.0,5.5,ABK,"PANTELIADIS, SPYRIDON",30,,FRA;AEK;ARI,FRA;AEK;ARI,Skyliners Frankfurt;AEK Athens;Aris Thessaloniki,https://media-cdn.incrowdsports.com/75c69af8-9cf4-498d-932e-0b28be2444df.png;https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.cortextech.io/28be84d9-ad7e-43b3-8d8c-822bb76b8a9e.png
162,206.0,62.0,16.70881877022654,6.8,1.4,2.7,52.5%,1.1,2.9,36.3%,0.7,1.0,76.8%,0.5,1.3,1.8,0.8,0.6,0.8,0.1,0.1,1.4,1.2,5.6,004007,"DOBRIC, OGNJEN",30,https://media-cdn.incrowdsports.com/a22ad126-7b94-446e-87f2-6ec6b8709388.png,VIR;RED,VIR;CZV,Virtus Bologna;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
163,203.0,121.0,16.575862068965517,5.6,2.2,4.2,52.5%,0.1,0.3,29.4%,0.9,1.4,69.6%,0.9,1.8,2.7,0.7,0.4,1.0,0.3,0.2,1.7,1.6,5.7,LEM,"RADOSEVIC, LEON",31,https://media-cdn.incrowdsports.com/f2672ef8-4d0b-4018-b5a3-3ef671903ef7.png,CIB;MIL;LIE;BER;BAM;MUN,CIB;EA7;LIE;ALB;BRO;BAY,KK Cibona;EA7 Emporio Armani Milan;Rytas Vilnius;ALBA Berlin;Bamberger Basketball GmbH;FC Bayern Munich,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png;https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
164,49.0,29.0,17.598299319727893,6.7,0.9,1.9,48.9%,1.1,3.0,37.2%,1.5,1.9,81.5%,0.3,1.0,1.3,1.2,0.5,1.1,0.0,0.3,1.8,2.2,5.7,001351,"MARTINEZ, RAFA",43,https://media-cdn.cortextech.io/7a27232e-c6d4-47af-8616-5b19578e9770.png,PAM;BAR,VBC;BAR,Valencia Basket;FC Barcelona,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
165,170.0,45.0,17.426666666666666,6.4,1.4,2.7,51.9%,0.9,2.1,43%,0.8,1.0,82.4%,0.7,1.5,2.3,0.9,0.6,0.8,0.2,0.2,2.1,1.2,5.7,001557,"GIFFEY, NIELS",34,https://media-cdn.incrowdsports.com/17f631c2-05c2-452f-9a39-3cb9533a0537.png,BER;ZAL;MUN,BER;ZAL;BAY,ALBA Berlin;Zalgiris Kaunas;FC Bayern Munich,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
166,27.0,3.0,17.28148148148148,6.6,0.8,1.5,51.2%,1.3,2.3,55.6%,1.2,1.5,80%,0.9,1.3,2.1,0.9,0.2,1.1,0.0,0.0,2.4,1.6,5.7,000326,"KANGUR, KRISTJAN",33,,ASV;SIE;MIL;BAS,ASV;MPS;EA7;LBO,LDLC ASVEL Villeurbanne;Montepaschi Siena;EA7 Emporio Armani Milan;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
167,66.0,28.0,21.104040404040404,6.4,1.4,3.2,44.3%,0.8,2.5,33.7%,1.1,1.5,72.9%,0.6,2.1,2.7,1.8,0.7,1.6,0.0,0.1,2.1,1.7,5.7,LGH,"TEPIC, MILENKO",26,,PAN;LIE;PAR,PAO;LRY;PAR,Panathinaikos AKTOR Athens;Rytas Vilnius;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
168,91.0,28.0,19.1021978021978,4.2,0.7,1.4,48.8%,0.7,2.1,34.4%,0.6,0.8,75.7%,0.3,1.6,2.0,3.2,1.1,1.0,0.1,0.2,2.5,1.3,5.7,006739,"PAJOLA, ALESSANDRO",25,https://media-cdn.incrowdsports.com/6541f280-b115-4758-b184-13631cba587a.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
169,65.0,38.0,20.030512820512822,5.8,1.0,1.8,54.2%,1.0,2.1,45.7%,0.9,1.1,80.3%,0.8,1.4,2.2,1.3,1.2,1.0,0.1,0.0,2.8,1.4,5.8,AGS,"ZUKAUSKAS, MINDAUGAS",30,,LJU;SIE,;MPS,KK Cedevita Olimpija;Montepaschi Siena,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
170,95.0,16.0,16.172280701754385,5.8,1.7,2.9,59.5%,0.4,1.4,27.7%,1.2,1.5,81.4%,0.4,1.9,2.3,1.0,0.8,1.1,0.1,0.2,2.2,1.7,5.8,BKE,"GRIMAU, ROGER",45,,BIL;BAR,BIL;FCB,Bilbao Basket;FC Barcelona,https://media-cdn.incrowdsports.com/eedb87e1-f3d1-46d4-bbf8-bbb25b932d6d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
171,48.0,16.0,21.98229166666667,7.5,1.0,2.3,43.1%,1.2,4.1,30.5%,1.8,2.2,78.5%,0.2,1.4,1.6,1.7,0.7,0.8,0.0,0.1,2.2,2.0,5.8,AHD,"TOMIC, MILAN",51,,OLY;RED;MIL,OLY;CZV;EA7,Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
172,42.0,11.0,16.738888888888887,3.7,0.7,1.4,50%,0.5,1.5,31.1%,1.0,1.3,73.2%,0.3,1.6,1.9,2.2,1.0,1.0,0.0,0.1,1.6,1.8,5.8,ADK,"RODRIGUEZ, NACHO",33,,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
173,102.0,12.0,16.808496732026143,7.1,1.6,3.2,49.4%,0.7,2.3,30.8%,1.8,2.3,80.5%,0.3,1.1,1.4,1.1,0.6,1.0,0.0,0.3,1.9,2.3,5.8,000464,"PAPPAS, NIKOS",32,https://media-cdn.incrowdsports.com/ca89f2d7-b576-43b0-bc36-67eb5c83f1dd.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
174,71.0,41.0,22.746713615023474,7.0,1.2,2.8,44.7%,1.0,2.9,33.8%,1.6,2.0,78.2%,0.4,1.5,1.9,1.5,1.1,1.5,0.1,0.3,2.3,2.2,5.8,AQA,"OZBOLT, SASO",30,,LJU;ZAG,UOL;ZAG,KK Cedevita Olimpija;KK Zagreb,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/766470c6-ddb5-438a-a1b0-89c2f0f9406a.png
175,31.0,8.0,16.011827956989247,7.4,3.1,5.9,51.9%,0.0,0.0,0%,1.3,1.8,70.9%,1.0,1.4,2.5,0.9,0.3,1.3,0.2,0.3,2.5,2.1,5.8,LML,"BATISTA, J.P.",33,,LIE;LEM;LMG,LIE;LMS;LIM,Rytas Vilnius;Le Mans Sarthe Basket;Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png;https://media-cdn.incrowdsports.com/25203b2d-cb6c-4614-926a-e55109f98238.png;https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png
176,43.0,12.0,16.663178294573644,5.3,2.2,3.8,57.9%,0.0,0.0,0%,0.9,1.7,55.6%,1.2,2.5,3.7,0.4,0.7,1.4,0.9,0.3,2.6,1.6,5.9,TGO,"CROSARIOL, ANDREA",40,,AVE;ROM;VIR,AVE;ROM;VIR,SS Felice Scandone;Pallacanestro Virtus Roma;Virtus Bologna,https://media-cdn.incrowdsports.com/042b3fb1-ef40-409b-940b-8a789f4eae85.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
177,61.0,24.0,23.043169398907107,7.3,0.6,1.4,40.2%,1.7,3.4,48.1%,1.2,1.3,88.9%,0.2,1.2,1.4,1.4,0.9,1.5,0.1,0.2,2.7,2.0,5.9,ABR,"MRAZEK, HAROLD",31,https://media-cdn.incrowdsports.com/6a61912c-212a-46e0-88d9-0adc89d9a4c8.png,LUG;ASV,LUG;ASV,FN Lugano;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/d598de0b-7e4d-47e1-a32e-f59849c3ab3f.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
178,66.0,61.0,15.39318181818182,5.6,2.3,4.1,56.7%,0.0,0.0,0%,0.9,2.2,42.8%,1.7,2.0,3.7,0.4,0.6,1.4,0.4,0.3,2.8,2.7,5.9,TFI,"VIDMAR, GASPER",26,,LJU;BES;ULK,LJU;BJK;FBU,KK Cedevita Olimpija;Besiktas Istanbul;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.cortextech.io/7d37b2d0-2a4a-4a86-bf2c-266bd8da7cac.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
178,33.0,4.0,17.15909090909091,6.1,1.2,2.9,42.1%,0.8,2.5,33.7%,1.1,1.4,78.7%,0.9,2.5,3.4,0.7,0.6,1.0,0.1,0.2,1.5,1.3,5.9,LJP,"ZUBCIC, TOMISLAV",25,https://media-cdn.incrowdsports.com/4e31eee6-2e74-4281-adc4-5f8c96051513.png,CIB;CED,CIB;CED,KK Cibona;KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png
